0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
sharpli 0.00021490356202654058 0.00021555982683360577 0.0003144519245887112 0.0001669537765703141 0.00022556487890388358
prepar 0.00026862945253317575 0.00017963318902800482 0.0002858653859897374 0.00015177616051846737 0.00010956008403902917
packag 0.00021490356202654058 0.00025148646463920676 0.0003859182710861455 0.00020489781669993094 5.155768660660196e-05
former 3.5817260337756763e-05 5.3889956708401444e-05 0.00022869230879178995 0.00012142092841477389 8.378124073572819e-05
allegheni 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 1.288942165165049e-05
santa 7.163452067551353e-05 0.00025148646463920676 1.4293269299486872e-05 7.588808025923368e-06 3.2223554129126224e-05
push 0.00016117767151990544 0.00017963318902800482 0.0007575432728728042 0.0004022068253739385 1.9334132477475734e-05
leas 0.00035817260337756766 3.5926637805600965e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00022556487890388358
item 7.163452067551353e-05 7.185327561120193e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.0004317956253302914
hotel 1.7908630168878382e-05 1.7963318902800482e-05 5.717307719794749e-05 3.0355232103693473e-05 0.0001288942165165049
greater 0.00016117767151990544 0.00025148646463920676 0.0004573846175835799 0.00024284185682954778 0.00010956008403902917
carri 0.00039398986371532444 0.00014370655122240386 0.00017151923159384246 9.106569631108042e-05 0.00016111777064563114
rumor 7.163452067551353e-05 0.00030537642134760817 8.575961579692123e-05 4.553284815554021e-05 1.288942165165049e-05
proce 3.5817260337756763e-05 1.7963318902800482e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.00019334132477475736
inflat 0.00014326904135102705 8.981659451400241e-05 0.0009004759658676729 0.0004780949056331722 5.155768660660196e-05
independ 0.00019699493185766222 5.3889956708401444e-05 0.00011434615439589497 6.0710464207386946e-05 7.08918190840777e-05
health 0.00010745178101327029 1.7963318902800482e-05 5.717307719794749e-05 3.0355232103693473e-05 0.00019334132477475736
equal 7.163452067551353e-05 0.00023352314573640625 0.0001000528850964081 5.312165618146358e-05 0.0002448990113813593
employ 0.00012536041118214867 0.00014370655122240386 0.0004002115403856324 0.0002124866247258543 5.800239743242721e-05
acreag 8.954315084439192e-05 0.0013472489177100361 1.4293269299486872e-05 7.588808025923368e-06 1.288942165165049e-05
wast 3.5817260337756763e-05 5.3889956708401444e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00010311537321320392
suggest 0.00016117767151990544 0.0001975965079308053 0.0005288509640810142 0.00028078589695916463 3.2223554129126224e-05
sosnoff 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
retain 8.954315084439192e-05 5.3889956708401444e-05 8.575961579692123e-05 4.553284815554021e-05 0.00010956008403902917
predict 0.00025072082236429733 0.0001975965079308053 0.0002572788473907637 0.00013659854446662062 0.00018689661394893212
outlook 0.00035817260337756766 0.00021555982683360577 0.0003144519245887112 0.0001669537765703141 0.00018045190312310685
normal 0.00012536041118214867 0.0007364960750148198 0.0002001057701928162 0.00010624331236292716 8.378124073572819e-05
exercis 8.954315084439192e-05 1.7963318902800482e-05 4.2879807898460615e-05 2.2766424077770105e-05 0.00012244950569067966
enhanc 0.00014326904135102705 0.0008802026262372236 5.717307719794749e-05 3.0355232103693473e-05 7.08918190840777e-05
eas 0.00017908630168878383 0.00016166987012520434 0.0007432500035733173 0.0003946180173480151 5.155768660660196e-05
urg 0.0003044467128709325 0.0005388995670840144 0.0002001057701928162 0.00010624331236292716 6.444710825825245e-06
senat 0.00014326904135102705 0.0008981659451400241 0.00021439903949230308 0.00011383212038885052 6.444710825825245e-06
port 0.0007342538369240136 0.0005927895237924159 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
lost 0.0003044467128709325 0.00012574323231960338 0.00011434615439589497 6.0710464207386946e-05 0.00023200958972970884
feed 1.7908630168878382e-05 0.001311322279904435 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
excess 0.00012536041118214867 0.00023352314573640625 0.00037162500178665865 0.00019730900867400756 9.667066238737868e-05
council 0.00025072082236429733 0.0005029729292784135 0.00047167788688306676 0.00025043066485547113 1.288942165165049e-05
borgwarn 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
advis 0.00014326904135102705 0.00010777991341680289 7.146634649743435e-05 3.794404012961684e-05 1.288942165165049e-05
top 0.0002865380827020541 0.00010777991341680289 0.0002858653859897374 0.00015177616051846737 7.733652990990294e-05
sumita 1.7908630168878382e-05 1.7963318902800482e-05 0.0011291682746594628 0.0005995158340479461 6.444710825825245e-06
royal 0.00017908630168878383 7.185327561120193e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.000315790830465437
miyazawa 1.7908630168878382e-05 1.7963318902800482e-05 0.0011291682746594628 0.0005995158340479461 6.444710825825245e-06
kong 1.7908630168878382e-05 8.981659451400241e-05 7.146634649743435e-05 3.794404012961684e-05 0.0002513437222071846
interview 0.0004835330145597163 0.00017963318902800482 0.0003430384631876849 0.00018213139262216084 5.800239743242721e-05
free 0.0003044467128709325 0.0005568628859868149 8.575961579692123e-05 4.553284815554021e-05 0.00010956008403902917
expans 0.00010745178101327029 0.00014370655122240386 0.0001429326929948687 7.588808025923368e-05 0.00020623074642640783
emerg 0.00046562438439083794 0.0003413030591532091 0.0001429326929948687 7.588808025923368e-05 4.5112975780776714e-05
lyng 1.7908630168878382e-05 0.0014011388744184375 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
lawson 0.00012536041118214867 1.7963318902800482e-05 0.0010148221202635678 0.0005388053698405592 1.288942165165049e-05
inventori 0.00034026397320868925 0.00023352314573640625 0.0001000528850964081 5.312165618146358e-05 0.00021912016807805834
g 3.5817260337756763e-05 1.7963318902800482e-05 0.0009433557737661335 0.0005008613297109423 3.866826495495147e-05
clear 0.00012536041118214867 0.0001975965079308053 0.0005002644254820405 0.0002656082809073179 5.800239743242721e-05
borrow 0.00012536041118214867 5.3889956708401444e-05 0.00047167788688306676 0.00025043066485547113 0.00015467305981980588
william 0.00012536041118214867 3.5926637805600965e-05 4.2879807898460615e-05 2.2766424077770105e-05 0.00012244950569067966
util 0.00017908630168878383 5.3889956708401444e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00034801438459456323
suit 1.7908630168878382e-05 1.7963318902800482e-05 7.146634649743435e-05 3.794404012961684e-05 0.0001417836381681554
rain 5.3725890506635145e-05 0.0013472489177100361 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
oppos 0.00023281219219541897 0.0004131563347644111 5.717307719794749e-05 3.0355232103693473e-05 1.9334132477475734e-05
liabil 0.00012536041118214867 1.7963318902800482e-05 0.0001000528850964081 5.312165618146358e-05 0.00019334132477475736
itali 5.3725890506635145e-05 0.0003772296969588101 0.0003573317324871718 0.0001897202006480842 3.2223554129126224e-05
conserv 0.00012536041118214867 0.0008442759884316226 0.0001429326929948687 7.588808025923368e-05 7.733652990990294e-05
toward 0.0003044467128709325 0.00021555982683360577 0.0004002115403856324 0.0002124866247258543 4.5112975780776714e-05
robert 0.00012536041118214867 0.0002874131024448077 0.00022869230879178995 0.00012142092841477389 7.733652990990294e-05
octob 0.00019699493185766222 0.0002874131024448077 0.0001000528850964081 5.312165618146358e-05 0.0001997860356005826
enough 0.00014326904135102705 0.0002874131024448077 0.00044309134828409303 0.0002352530488036244 6.444710825825245e-05
care 8.954315084439192e-05 0.00010777991341680289 0.0002001057701928162 0.00010624331236292716 9.022595156155343e-05
book 3.5817260337756763e-05 0.00017963318902800482 0.0001000528850964081 5.312165618146358e-05 0.0002448990113813593
anticip 0.00012536041118214867 0.00021555982683360577 0.0001000528850964081 5.312165618146358e-05 0.00026423314385883506
sec 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
pound 8.954315084439192e-05 0.00017963318902800482 0.0007146634649743436 0.0003794404012961684 7.733652990990294e-05
polit 0.00025072082236429733 0.00014370655122240386 0.0004573846175835799 0.00024284185682954778 5.155768660660196e-05
partli 0.00012536041118214867 8.981659451400241e-05 0.0005002644254820405 0.0002656082809073179 0.0001417836381681554
maker 1.7908630168878382e-05 5.3889956708401444e-05 2.8586538598973743e-05 1.5177616051846737e-05 8.378124073572819e-05
find 0.00034026397320868925 0.00021555982683360577 0.0002572788473907637 0.00013659854446662062 4.5112975780776714e-05
establish 5.3725890506635145e-05 0.0001975965079308053 0.0003859182710861455 0.00020489781669993094 7.733652990990294e-05
courier 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
chicago 7.163452067551353e-05 0.0003233397402504087 0.0001572259622943556 8.347688828515704e-05 7.733652990990294e-05
bp 0.0004118984938842028 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 3.2223554129126224e-05
venezuela 0.00121778685148373 8.981659451400241e-05 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
transfer 0.00016117767151990544 5.3889956708401444e-05 7.146634649743435e-05 3.794404012961684e-05 0.00010956008403902917
street 3.5817260337756763e-05 1.7963318902800482e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.00012244950569067966
purpos 3.5817260337756763e-05 8.981659451400241e-05 0.0001000528850964081 5.312165618146358e-05 6.444710825825245e-05
pend 0.00014326904135102705 8.981659451400241e-05 2.8586538598973743e-05 1.5177616051846737e-05 9.022595156155343e-05
overal 0.0002865380827020541 0.00025148646463920676 0.00011434615439589497 6.0710464207386946e-05 0.00019334132477475736
minor 3.5817260337756763e-05 5.3889956708401444e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.0002964566979879613
minimum 8.954315084439192e-05 0.0002874131024448077 0.0003001586552892243 0.00015936496854439074 3.2223554129126224e-05
margin 0.00010745178101327029 0.00016166987012520434 0.00017151923159384246 9.106569631108042e-05 0.000290011987162136
dome 3.5817260337756763e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00017400719229728162
design 8.954315084439192e-05 0.00014370655122240386 0.00021439903949230308 0.00011383212038885052 4.5112975780776714e-05
took 0.00010745178101327029 0.00023352314573640625 0.00032874519388819806 0.00017454258459623746 7.08918190840777e-05
tomorrow 0.00016117767151990544 0.00021555982683360577 0.0004573846175835799 0.00024284185682954778 5.155768660660196e-05
suspend 0.0004477157542219596 7.185327561120193e-05 0.0002858653859897374 0.00015177616051846737 0.00013533892734233016
stockhold 3.5817260337756763e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.0002126754572522331
short 0.00021490356202654058 0.00021555982683360577 0.00032874519388819806 0.00017454258459623746 7.733652990990294e-05
mainli 0.00016117767151990544 8.981659451400241e-05 0.0001429326929948687 7.588808025923368e-05 0.0002835672763363108
great 3.5817260337756763e-05 0.00017963318902800482 0.00011434615439589497 6.0710464207386946e-05 0.00018689661394893212
encourag 0.0002865380827020541 0.00030537642134760817 0.0003144519245887112 0.0001669537765703141 0.00010311537321320392
contain 0.00010745178101327029 0.00021555982683360577 8.575961579692123e-05 4.553284815554021e-05 0.00013533892734233016
congress 0.0002865380827020541 0.0005029729292784135 0.0003001586552892243 0.00015936496854439074 2.577884330330098e-05
bancorp 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00019334132477475736
amend 7.163452067551353e-05 0.0004131563347644111 1.4293269299486872e-05 7.588808025923368e-06 7.08918190840777e-05
swiss 1.7908630168878382e-05 1.7963318902800482e-05 0.00037162500178665865 0.00019730900867400756 0.00020623074642640783
supermarket 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 5.800239743242721e-05
ordinari 3.5817260337756763e-05 1.7963318902800482e-05 8.575961579692123e-05 4.553284815554021e-05 0.00013533892734233016
lift 0.0005551675352352299 0.00014370655122240386 0.0001572259622943556 8.347688828515704e-05 7.08918190840777e-05
leav 0.00019699493185766222 0.00023352314573640625 0.0003430384631876849 0.00018213139262216084 5.155768660660196e-05
kuwait 0.0010924264403015813 1.7963318902800482e-05 0.0001572259622943556 8.347688828515704e-05 6.444710825825245e-06
john 0.00042980712405308116 0.00014370655122240386 4.2879807898460615e-05 2.2766424077770105e-05 0.00011600479486485442
iran 0.0011819695911459733 8.981659451400241e-05 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
counti 8.954315084439192e-05 0.0005029729292784135 1.4293269299486872e-05 7.588808025923368e-06 5.155768660660196e-05
confid 0.00023281219219541897 5.3889956708401444e-05 0.00027157211669025054 0.000144187352492544 0.00011600479486485442
branch 1.7908630168878382e-05 5.3889956708401444e-05 0.0001429326929948687 7.588808025923368e-05 0.0001288942165165049
test 0.0003044467128709325 0.00010777991341680289 0.00037162500178665865 0.00019730900867400756 9.022595156155343e-05
outsid 0.000376081233546446 0.00017963318902800482 0.0001429326929948687 7.588808025923368e-05 7.733652990990294e-05
employe 0.00010745178101327029 5.3889956708401444e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.00011600479486485442
differ 8.954315084439192e-05 0.0005209362481812139 0.00021439903949230308 0.00011383212038885052 7.08918190840777e-05
best 0.00012536041118214867 0.00012574323231960338 0.0001572259622943556 8.347688828515704e-05 0.00011600479486485442
appli 0.00014326904135102705 0.0003772296969588101 0.0001429326929948687 7.588808025923368e-05 0.00010311537321320392
worldwid 0.0003044467128709325 3.5926637805600965e-05 0.00012863942369538184 6.829927223331031e-05 0.00010956008403902917
wall 3.5817260337756763e-05 1.7963318902800482e-05 4.2879807898460615e-05 2.2766424077770105e-05 9.022595156155343e-05
temporari 7.163452067551353e-05 8.981659451400241e-05 0.0006146105798779355 0.00032631874511470483 5.155768660660196e-05
row 0.00016117767151990544 0.00010777991341680289 4.2879807898460615e-05 2.2766424077770105e-05 1.9334132477475734e-05
revers 0.00010745178101327029 0.00014370655122240386 0.0001429326929948687 7.588808025923368e-05 0.00030934611963961175
obtain 7.163452067551353e-05 0.00023352314573640625 0.0001000528850964081 5.312165618146358e-05 7.08918190840777e-05
mortgag 1.7908630168878382e-05 1.7963318902800482e-05 4.2879807898460615e-05 2.2766424077770105e-05 0.0002964566979879613
hong 1.7908630168878382e-05 8.981659451400241e-05 7.146634649743435e-05 3.794404012961684e-05 0.00021912016807805834
debentur 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00014822834899398064
correct 5.3725890506635145e-05 5.3889956708401444e-05 0.00018581250089332933 9.865450433700378e-05 0.00020623074642640783
carryforward 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.0004253509145044662
car 1.7908630168878382e-05 8.981659451400241e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.00022556487890388358
abl 0.00021490356202654058 0.0001975965079308053 0.0001429326929948687 7.588808025923368e-05 0.00010956008403902917
ab 7.163452067551353e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.0001288942165165049
sa 0.00017908630168878383 3.5926637805600965e-05 1.4293269299486872e-05 7.588808025923368e-06 9.022595156155343e-05
replac 0.0003044467128709325 8.981659451400241e-05 0.00022869230879178995 0.00012142092841477389 0.00010311537321320392
rather 0.00019699493185766222 0.0003233397402504087 0.0003430384631876849 0.00018213139262216084 9.667066238737868e-05
network 3.5817260337756763e-05 3.5926637805600965e-05 5.717307719794749e-05 3.0355232103693473e-05 0.0001288942165165049
longterm 7.163452067551353e-05 0.00012574323231960338 0.00017151923159384246 9.106569631108042e-05 0.00016756248147145638
harper 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 3.866826495495147e-05
fee 0.0006805279464173785 1.7963318902800482e-05 2.8586538598973743e-05 1.5177616051846737e-05 5.155768660660196e-05
fe 1.7908630168878382e-05 0.00025148646463920676 1.4293269299486872e-05 7.588808025923368e-06 3.2223554129126224e-05
fail 0.00012536041118214867 0.0001975965079308053 0.00021439903949230308 0.00011383212038885052 5.155768660660196e-05
difficult 0.00019699493185766222 0.00021555982683360577 0.0003144519245887112 0.0001669537765703141 0.00010311537321320392
cyacq 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
amc 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 2.577884330330098e-05
weekli 0.0002865380827020541 0.00044908297257001205 0.00032874519388819806 0.00017454258459623746 1.288942165165049e-05
weak 0.0002865380827020541 5.3889956708401444e-05 0.0003001586552892243 0.00015936496854439074 0.00018689661394893212
viacom 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 1.288942165165049e-05
unlik 0.00012536041118214867 0.00023352314573640625 0.00044309134828409303 0.0002352530488036244 5.800239743242721e-05
strike 0.0006447106860796218 0.0002874131024448077 8.575961579692123e-05 4.553284815554021e-05 5.800239743242721e-05
station 0.00016117767151990544 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 7.08918190840777e-05
nearli 0.00017908630168878383 0.0002694497835420072 0.00021439903949230308 0.00011383212038885052 0.00011600479486485442
longer 0.00017908630168878383 8.981659451400241e-05 0.0003144519245887112 0.0001669537765703141 0.00013533892734233016
gasolin 0.0011282437006393381 3.5926637805600965e-05 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
cubic 0.0010924264403015813 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 2.577884330330098e-05
brother 0.00014326904135102705 3.5926637805600965e-05 0.0001429326929948687 7.588808025923368e-05 6.444710825825245e-05
ussr 5.3725890506635145e-05 0.0011676157286820313 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
unless 0.00016117767151990544 0.00014370655122240386 0.0002001057701928162 0.00010624331236292716 3.2223554129126224e-05
monday 0.00014326904135102705 0.00014370655122240386 0.0003573317324871718 0.0001897202006480842 3.866826495495147e-05
mill 8.954315084439192e-05 0.0002694497835420072 0.0001000528850964081 5.312165618146358e-05 9.022595156155343e-05
grower 1.7908630168878382e-05 0.0011316890908764303 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
construct 0.00025072082236429733 5.3889956708401444e-05 7.146634649743435e-05 3.794404012961684e-05 0.00016756248147145638
arab 0.0005909847955729866 1.7963318902800482e-05 0.00047167788688306676 0.00025043066485547113 1.288942165165049e-05
appropri 0.00012536041118214867 0.00017963318902800482 0.00044309134828409303 0.0002352530488036244 3.2223554129126224e-05
almost 8.954315084439192e-05 0.0002874131024448077 0.0003001586552892243 0.00015936496854439074 0.00012244950569067966
achiev 0.00012536041118214867 0.00010777991341680289 0.0003001586552892243 0.00015936496854439074 0.00017400719229728162
turn 0.00014326904135102705 0.00017963318902800482 0.00018581250089332933 9.865450433700378e-05 0.00016756248147145638
threefortwo 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00041890620367864093
session 0.00019699493185766222 8.981659451400241e-05 0.0006860769263753698 0.0003642627852443217 2.577884330330098e-05
regul 0.00016117767151990544 0.00010777991341680289 0.0003001586552892243 0.00015936496854439074 8.378124073572819e-05
primari 0.00014326904135102705 5.3889956708401444e-05 0.0001000528850964081 5.312165618146358e-05 0.0002964566979879613
organ 0.000376081233546446 0.00030537642134760817 4.2879807898460615e-05 2.2766424077770105e-05 7.08918190840777e-05
eep 1.7908630168878382e-05 0.0011855790475848319 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-06
disput 0.00042980712405308116 0.00014370655122240386 8.575961579692123e-05 4.553284815554021e-05 7.733652990990294e-05
consumpt 0.0006447106860796218 0.0003413030591532091 0.00017151923159384246 9.106569631108042e-05 1.288942165165049e-05
consist 0.00010745178101327029 0.00014370655122240386 0.0002429855780912768 0.00012900973644069727 7.08918190840777e-05
boston 3.5817260337756763e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00011600479486485442
water 0.0005372589050663515 0.0003413030591532091 1.4293269299486872e-05 7.588808025923368e-06 4.5112975780776714e-05
trend 0.00019699493185766222 0.00023352314573640625 0.0003144519245887112 0.0001669537765703141 8.378124073572819e-05
slow 0.00016117767151990544 0.0003413030591532091 0.00037162500178665865 0.00019730900867400756 6.444710825825245e-05
prime 0.00023281219219541897 7.185327561120193e-05 0.0003430384631876849 0.00018213139262216084 3.866826495495147e-05
legal 5.3725890506635145e-05 0.00017963318902800482 7.146634649743435e-05 3.794404012961684e-05 0.00010311537321320392
indonesia 0.0007700710972617705 0.00023352314573640625 0.0001429326929948687 7.588808025923368e-05 6.444710825825245e-06
cite 0.00017908630168878383 0.00025148646463920676 0.00011434615439589497 6.0710464207386946e-05 0.0001417836381681554
staff 0.00010745178101327029 0.00016166987012520434 0.00012863942369538184 6.829927223331031e-05 0.00013533892734233016
similar 0.00023281219219541897 0.00021555982683360577 0.0002001057701928162 0.00010624331236292716 0.00012244950569067966
night 0.0004118984938842028 0.0001975965079308053 8.575961579692123e-05 4.553284815554021e-05 3.866826495495147e-05
mar 0.00016117767151990544 0.00023352314573640625 7.146634649743435e-05 3.794404012961684e-05 0.00021912016807805834
hand 7.163452067551353e-05 8.981659451400241e-05 0.0004859711561825536 0.00025801947288139453 7.733652990990294e-05
defend 0.00042980712405308116 7.185327561120193e-05 0.00021439903949230308 0.00011383212038885052 7.733652990990294e-05
coal 0.00025072082236429733 1.7963318902800482e-05 5.717307719794749e-05 3.0355232103693473e-05 0.00011600479486485442
attack 0.0008954315084439192 7.185327561120193e-05 0.00011434615439589497 6.0710464207386946e-05 1.288942165165049e-05
approach 0.00019699493185766222 0.00021555982683360577 0.0002858653859897374 0.00015177616051846737 4.5112975780776714e-05
ahead 0.00019699493185766222 0.0001975965079308053 0.00037162500178665865 0.00019730900867400756 7.733652990990294e-05
variou 0.00012536041118214867 0.00016166987012520434 0.00012863942369538184 6.829927223331031e-05 7.733652990990294e-05
recoveri 0.0003223553430398109 0.00010777991341680289 0.00011434615439589497 6.0710464207386946e-05 0.0001997860356005826
prevent 0.00014326904135102705 0.00021555982683360577 0.0003430384631876849 0.00018213139262216084 1.9334132477475734e-05
nippon 8.954315084439192e-05 5.3889956708401444e-05 1.4293269299486872e-05 7.588808025923368e-06 5.800239743242721e-05
load 0.00016117767151990544 0.0007903860317232212 2.8586538598973743e-05 1.5177616051846737e-05 5.800239743242721e-05
hard 0.00016117767151990544 0.00035926637805600963 0.00027157211669025054 0.000144187352492544 7.08918190840777e-05
connect 8.954315084439192e-05 5.3889956708401444e-05 4.2879807898460615e-05 2.2766424077770105e-05 0.00014822834899398064
compris 3.5817260337756763e-05 0.00025148646463920676 0.00037162500178665865 0.00019730900867400756 7.733652990990294e-05
tire 3.5817260337756763e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 3.2223554129126224e-05
stabilis 0.00014326904135102705 0.00010777991341680289 0.0007146634649743436 0.0003794404012961684 6.444710825825245e-06
seri 0.00014326904135102705 8.981659451400241e-05 0.00012863942369538184 6.829927223331031e-05 0.0001417836381681554
princip 5.3725890506635145e-05 3.5926637805600965e-05 7.146634649743435e-05 3.794404012961684e-05 0.00011600479486485442
ownership 7.163452067551353e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 7.08918190840777e-05
mobil 0.0007700710972617705 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 8.378124073572819e-05
middl 0.0005014416447285947 0.00012574323231960338 0.0001000528850964081 5.312165618146358e-05 0.00010956008403902917
metal 5.3725890506635145e-05 3.5926637805600965e-05 0.00011434615439589497 6.0710464207386946e-05 0.00011600479486485442
equival 0.0003044467128709325 0.00014370655122240386 0.0001572259622943556 8.347688828515704e-05 7.733652990990294e-05
defens 0.00014326904135102705 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00012244950569067966
confirm 0.0003044467128709325 0.00021555982683360577 0.00018581250089332933 9.865450433700378e-05 4.5112975780776714e-05
brown 1.7908630168878382e-05 5.3889956708401444e-05 2.8586538598973743e-05 1.5177616051846737e-05 0.00015467305981980588
brokerag 5.3725890506635145e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 7.08918190840777e-05
yearend 8.954315084439192e-05 1.7963318902800482e-05 7.146634649743435e-05 3.794404012961684e-05 0.0002448990113813593
san 8.954315084439192e-05 7.185327561120193e-05 1.4293269299486872e-05 7.588808025923368e-06 6.444710825825245e-05
restaur 1.7908630168878382e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.00018045190312310685
opportun 0.00019699493185766222 7.185327561120193e-05 0.0001429326929948687 7.588808025923368e-05 9.022595156155343e-05
offshor 0.0008237969877684056 1.7963318902800482e-05 8.575961579692123e-05 4.553284815554021e-05 3.866826495495147e-05
miner 0.00014326904135102705 1.7963318902800482e-05 2.8586538598973743e-05 1.5177616051846737e-05 8.378124073572819e-05
met 0.00017908630168878383 0.00012574323231960338 0.0002429855780912768 0.00012900973644069727 1.9334132477475734e-05
instead 0.00012536041118214867 0.00017963318902800482 0.0002429855780912768 0.00012900973644069727 0.00011600479486485442
fundament 0.00014326904135102705 3.5926637805600965e-05 0.0007003701956748567 0.000371851593270245 1.288942165165049e-05
fleet 8.954315084439192e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 4.5112975780776714e-05
dispos 0.00010745178101327029 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 0.0002835672763363108
versu 5.3725890506635145e-05 0.0002694497835420072 4.2879807898460615e-05 2.2766424077770105e-05 0.0002577884330330098
structur 0.00010745178101327029 0.00016166987012520434 0.00017151923159384246 9.106569631108042e-05 9.667066238737868e-05
strengthen 0.00010745178101327029 0.00010777991341680289 0.0003859182710861455 0.00020489781669993094 7.08918190840777e-05
separ 0.00012536041118214867 3.5926637805600965e-05 4.2879807898460615e-05 2.2766424077770105e-05 6.444710825825245e-05
nv 3.5817260337756763e-05 1.7963318902800482e-05 4.2879807898460615e-05 2.2766424077770105e-05 0.00018045190312310685
list 5.3725890506635145e-05 0.00014370655122240386 5.717307719794749e-05 3.0355232103693473e-05 0.00011600479486485442
famili 1.7908630168878382e-05 0.00014370655122240386 2.8586538598973743e-05 1.5177616051846737e-05 4.5112975780776714e-05
fairchild 3.5817260337756763e-05 1.7963318902800482e-05 1.4293269299486872e-05 7.588808025923368e-06 3.2223554129126224e-05
entir 0.00012536041118214867 0.00017963318902800482 7.146634649743435e-05 3.794404012961684e-05 9.667066238737868e-05
coast 0.0005372589050663515 0.00025148646463920676 1.4293269299486872e-05 7.588808025923368e-06 1.9334132477475734e-05
ceil 0.000752162467092892 5.3889956708401444e-05 0.00017151923159384246 9.106569631108042e-05 1.288942165165049e-05
came 0.00023281219219541897 5.3889956708401444e-05 0.0003001586552892243 0.00015936496854439074 7.733652990990294e-05
broker 1.7908630168878382e-05 7.185327561120193e-05 0.0003859182710861455 0.00020489781669993094 5.800239743242721e-05
rel 0.00016117767151990544 0.00014370655122240386 0.0003573317324871718 0.0001897202006480842 8.378124073572819e-05
identifi 0.00012536041118214867 0.0002694497835420072 0.00011434615439589497 6.0710464207386946e-05 4.5112975780776714e-05
em 1.7908630168878382e-05 1.7963318902800482e-05 0.0008147163500707517 0.00043256205747763197 6.444710825825245e-06
elect 7.163452067551353e-05 1.7963318902800482e-05 0.0004002115403856324 0.0002124866247258543 4.5112975780776714e-05
either 7.163452067551353e-05 8.981659451400241e-05 0.0002001057701928162 0.00010624331236292716 2.577884330330098e-05
